word,tfidf_pos,tfidf_neg,diff
journey,0.0026875308976558247,0.0007438118785525349,0.0019437190191032897
season,0.0036051583217960566,0.0016631870319303767,0.0019419712898656799
live,0.005444807343570256,0.003512495136065163,0.0019323122075050928
experience,0.0045537131656211045,0.0026375403602922195,0.001916172805328885
relationship,0.004126886386444591,0.0022247218265311697,0.0019021645599134216
documentary,0.004487645060073242,0.0025902623802094623,0.0018973826798637794
later,0.00621352660406921,0.004335244843232932,0.0018782817608362784
funniest,0.002782505807647895,0.0009143573009063064,0.0018681485067415886
remember,0.006497355687103202,0.004658601485809809,0.0018387542012933931
emotional,0.003315155717046633,0.001503436657267829,0.0018117190597788041
emotions,0.0026037941403405204,0.0007937729626191467,0.0018100211777213738
city,0.004408096782582213,0.0026063724942220765,0.0018017242883601363
stunning,0.0025460950088610898,0.0007485590491891119,0.001797535959671978
solid,0.002800233973716403,0.0010266716364297527,0.0017735623372866504
rare,0.0026065629063958223,0.0008413950625257719,0.0017651678438700504
favourite,0.0023731240248765443,0.0006127977295368938,0.0017603262953396505
memorable,0.0031914624218419684,0.0014351827784776646,0.0017562796433643038
day,0.007372233534962468,0.005622863452135152,0.0017493700828273163
musical,0.00392919589310791,0.002180556443782545,0.0017486394493253644
truly,0.00634191544947421,0.0046056135770529355,0.001736301872421274
underrated,0.0020612006136144986,0.0003254359122754882,0.0017357647013390104
portrayal,0.00284502357752172,0.0011382022479675107,0.0017068213295542093
surprised,0.004104937394303615,0.002419101280569539,0.0016858361137340764
miss,0.004027343473378368,0.0023748440583321816,0.0016524994150461862
friendship,0.002068235427733513,0.0004180181214494403,0.0016502173062840726
happy,0.003961205234324594,0.0023136373044320476,0.0016475679298925466
delightful,0.0019463650240298025,0.000304095829318918,0.0016422691947108846
david,0.004091458392922851,0.0024534960341532886,0.001637962358769562
believable,0.0035857079554086646,0.00196039348047815,0.0016253144749305147
finest,0.001993635860933114,0.0003768314109594201,0.0016168044499736938
soundtrack,0.0040147629682713735,0.0024118458142351343,0.0016029171540362392
james,0.004083244991493872,0.0025027052687311845,0.0015805397227626875
chance,0.004413225664917676,0.0028329385199645303,0.001580287144953146
mother,0.0050992590354040955,0.0035194225109657098,0.0015798365244383858
available,0.002680470535554236,0.001115712732105008,0.001564757803449228
atmosphere,0.0032291671502634087,0.0016662146098200877,0.001562952540443321
adventure,0.0025939363235293208,0.0010371798439752435,0.0015567564795540773
charming,0.0025565945150441832,0.0010002533258753918,0.0015563411891687915
small,0.005415158541673325,0.0038789233830308586,0.0015362351586424663
magnificent,0.0019920183742221614,0.0004675496503572515,0.00152446872386491
refreshing,0.0017517300154455736,0.00023193313709985472,0.001519796878345719
brings,0.0029308225812478216,0.0014145209963515842,0.0015163015848962374
animation,0.0035610017718108664,0.002045244649664499,0.0015157571221463672
personal,0.00299992791652315,0.0014870060407683025,0.0015129218757548473
roles,0.004227022383527274,0.00271425329114103,0.0015127690923862438
complex,0.0023461929271370433,0.0008386402597746215,0.001507552667362422
comedy,0.009923004116282585,0.008417497306230558,0.0015055068100520274
society,0.0030473912266643097,0.001559980338841384,0.0014874108878229256
french,0.003943061817528017,0.002456399708610505,0.0014866621089175119
real,0.011510053978890877,0.01003232789989533,0.0014777260789955466
brilliantly,0.0017567763430950867,0.00028488018043877123,0.0014718961626563154
important,0.003759011688452792,0.002290966285935951,0.0014680454025168413
reality,0.0039796540821373785,0.0025203861359027226,0.001459267946234656
history,0.004779538773775213,0.003321188478561982,0.0014583502952132312
modern,0.0036354889578753247,0.0021775379014263912,0.0014579510564489335
late,0.004393195721168398,0.0029372804012445237,0.0014559153199238746
fascinating,0.0022917539393004648,0.0008515438412073762,0.0014402100980930887
children,0.00519121639543694,0.003757612147002537,0.0014336042484344035
tells,0.0033740340400739573,0.0019420882326846257,0.0014319458073893316
viewing,0.0035564584614332637,0.002125844053853187,0.0014306144075800767
intense,0.002176434047004233,0.0007589618407021606,0.0014174722063020726
nice,0.006665137610158576,0.005259206086699221,0.0014059315234593549
stewart,0.002062884608332598,0.0006609295290947975,0.0014019550792378004
appreciate,0.002885470724294549,0.0014843657130437248,0.0014011050112508242
ways,0.0033172167193665247,0.0019176121851079036,0.001399604534258621
takes,0.0063288809145955185,0.004929644011683091,0.0013992369029124279
early,0.005251322040898415,0.003857510654402229,0.0013938113864961858
captures,0.0016204614161422649,0.00022867251692781004,0.0013917888992144548
american,0.006622646105855423,0.005231462029245145,0.0013911840766102782
remarkable,0.0019230047329487044,0.0005326696128079689,0.0013903351201407354
impressed,0.0022918036747793438,0.0009053011827731577,0.0013865024920061862
genius,0.0025864453743777824,0.0012018088721226503,0.001384636502255132
score,0.004070932380148886,0.002687210642930382,0.0013837217372185038
songs,0.003838394340801284,0.0024656464980220725,0.0013727478427792116
easy,0.0034663408186607282,0.002094080881412517,0.0013722599372482111
dark,0.00498556210633962,0.003614172943095208,0.0013713891632444121
tears,0.002092878648353114,0.0007216666217453895,0.0013712120266077246
lovely,0.0024309679243588378,0.001063910966476809,0.0013670569578820289
cinema,0.005243459328155605,0.0038811149778628933,0.0013623443502927116
edge,0.0023575614220275993,0.0009955326256594363,0.001362028796368163
humor,0.005511240804523793,0.004149450185325236,0.0013617906191985569
noir,0.0019905621018076144,0.0006327499682912185,0.0013578121335163958
favorites,0.0017256391392647982,0.0003690014990307776,0.0013566376402340207
keeps,0.003099420645739993,0.0017429066256441654,0.0013565140200958276
play,0.006863773604270464,0.005508448917328454,0.00135532468694201
certainly,0.005312179411109443,0.003956915329915951,0.0013552640811934913
view,0.0038675038105959693,0.002515492488597963,0.0013520113219980061
unlike,0.0026365572514766606,0.0012888767107916053,0.0013476805406850553
paul,0.003118536276686643,0.0017784903453646654,0.0013400459313219776
feelings,0.00220054035624693,0.0008653894431373959,0.001335150913109534
brought,0.0032880662796576617,0.0019577890090225055,0.0013302772706351561
romance,0.0032449431179433757,0.0019162393624099065,0.0013287037555334692
recently,0.002895275171950865,0.001570098488291134,0.0013251766836597312
released,0.004087669520582376,0.0027768774252468374,0.0013107920953355388
age,0.003911452095337852,0.0026173879208336885,0.0012940641745041639
song,0.004105335256769513,0.0028120741792918955,0.0012932610774776172
bond,0.0020404123585795807,0.0007584542612766478,0.0012819580973029328
gorgeous,0.002134137765048987,0.0008579735001122987,0.0012761642649366885
ago,0.004233966953670449,0.0029735680282587727,0.001260398925411676
thanks,0.002372090145573876,0.0011157469964406988,0.0012563431491331774
release,0.003363471052919563,0.0021226293107956,0.0012408417421239629
helps,0.002007827676253181,0.0007768056749752015,0.0012310220012779795
extraordinary,0.001522021522581154,0.0002916738699198084,0.0012303476526613457
vhs,0.0020387475482437764,0.0008144524428520567,0.0012242951053917197
meets,0.0027883252698698733,0.0015642609068168972,0.001224064363052976
stories,0.004193189244291667,0.0029771265747942396,0.001216062669497427
tony,0.001998595871939997,0.0007835966830150824,0.0012149991889249144
natural,0.0021881066852351624,0.0009752704136445051,0.0012128362715906572
era,0.0025525524532217275,0.0013465182985685754,0.0012060341546531522
adds,0.0020810700610903302,0.0008796305497074616,0.0012014395113828687
course,0.006862127068881621,0.0056721716083638195,0.0011899554605178013
relate,0.0018484790293243766,0.0006645556803789548,0.0011839233489454217
york,0.002917590625111428,0.0017343455292453524,0.0011832450958660758
days,0.00469619838350451,0.003517167757558019,0.0011790306259464906
effective,0.0022730140651257293,0.0010945312466623682,0.0011784828184633611
todays,0.001968588785017858,0.000792265844880343,0.0011763229401375148
future,0.003428278134003152,0.002253840579918447,0.0011744375540847052
joy,0.0019056351620234382,0.0007341021503960225,0.0011715330116274158
nature,0.0027297992692681176,0.0015599685140130909,0.0011698307552550267
ages,0.001751135369479825,0.0005881596274715219,0.001162975742008303
surprisingly,0.002357098332495203,0.0011943741831120444,0.0011627241493831586
famous,0.0030841032593874264,0.0019244740189367495,0.0011596292404506769
relationships,0.002115684010232502,0.0009567679102489281,0.0011589160999835738
themes,0.0020808737216006915,0.0009309192650735132,0.0011499544565271784
moments,0.0055889484747965,0.004446739497155381,0.0011422089776411187
finds,0.00327064093365935,0.0021331969214200036,0.0011374440122393463
animated,0.0023013834449317743,0.0011738083553836812,0.0011275750895480931
treat,0.0018294375585459987,0.0007020901325482656,0.001127347425997733
jack,0.0034411872004348654,0.0023156285534013466,0.0011255586470335188
unexpected,0.0016466493697481375,0.000521626086848326,0.0011250232828998114
lot,0.010738145644266813,0.009619401692206476,0.001118743952060337
tragic,0.0019199760822858978,0.0008044678912890784,0.0011155081909968194
deserves,0.0029669489036485775,0.0018516571719853323,0.0011152917316632452
living,0.0037986895666842968,0.002684673764963187,0.00111401580172111
intelligent,0.0025818454682277254,0.0014681061180932637,0.0011137393501344617
robert,0.003820235686094815,0.002707311857646696,0.0011129238284481192
unforgettable,0.0012616340271053093,0.00014953319310008427,0.001112100834005225
freedom,0.0014811517650323658,0.00037101167300355656,0.0011101400920288092
matthau,0.0011828469724034826,7.553028895373169e-05,0.001107316683449751
unusual,0.0017762896454344393,0.0006690283656536742,0.001107261279780765
won,0.0022349419687575493,0.001130841584327889,0.0011041003844296602
style,0.004898393111715283,0.0037956947163219675,0.0011026983953933154
feel,0.008452586304398858,0.0073518870438929245,0.0011006992605059338
hope,0.005602100197045553,0.004504523777731457,0.0010975764193140959
deep,0.003053402039660841,0.0019582331684264713,0.0010951688712343695
year,0.006019601273266418,0.004926617231019355,0.0010929840422470626
fresh,0.0020915582545825927,0.0009992697309394937,0.001092288523643099
wife,0.0058071520334975,0.004718593509492244,0.0010885585240052566
comedies,0.0023468886629551076,0.0012588356182415713,0.0010880530447135363
country,0.003482010366772408,0.002395798766034935,0.001086211600737473
delivers,0.0019747281098205565,0.0008950292299130965,0.00107969887990746
fabulous,0.001430678952517263,0.00035412810264167077,0.0010765508498755923
haunting,0.0014517729254998248,0.0003774612004966042,0.0010743117250032208
murder,0.0036936805849285695,0.002619472044589441,0.0010742085403391286
images,0.002441055051808916,0.0013672772359280077,0.0010737778158809081
mustsee,0.001234203570793042,0.0001605394429002114,0.0010736641278928307
art,0.0044029378875705865,0.003331562420897723,0.0010713754666728634
compelling,0.002043553471104342,0.0009732973048364508,0.0010702561662678913
dance,0.0030317987696859383,0.0019655984381309116,0.0010662003315550267
older,0.002809967145697284,0.0017501684935766117,0.0010597986521206724
home,0.005623189012657369,0.0045670140323451945,0.0010561749803121743
festival,0.002422598279027781,0.0013694405635268226,0.0010531577155009585
memories,0.001820974922676559,0.0007689586459794082,0.0010520162766971507
nicely,0.0017395589780768977,0.0006879688748232868,0.0010515901032536108
breathtaking,0.001286521134462062,0.0002461184376804052,0.0010404026967816568
childhood,0.001852026780577111,0.0008143442438140535,0.0010376825367630575
touch,0.0022952215755752308,0.0012584691899993428,0.001036752385575888
culture,0.002364895573128723,0.001336705824769911,0.0010281897483588119
exceptional,0.0012846480332326792,0.00025682253555595947,0.0010278254976767197
twists,0.002528074348929782,0.001501373747506411,0.0010267006014233711
dreams,0.0019864465375831223,0.0009613286232114629,0.0010251179143716594
british,0.003551122593903251,0.002529632350145505,0.001021490243757746
copy,0.0032820399035988113,0.0022612610309477653,0.001020778872651046
theme,0.0032147704612522816,0.0021947356736732064,0.0010200347875790753
little,0.013924498001279836,0.012904625246425374,0.0010198727548544617
perfection,0.0011424114757503515,0.00013004035880976068,0.0010123711169405909
past,0.004225072895288086,0.003219510456779324,0.0010055624385087616
dream,0.0025337986386821656,0.0015289807048980634,0.0010048179337841022
provides,0.0018301987957579648,0.0008264295585977203,0.0010037692371602444
harry,0.0019290457975402082,0.0009252908582547413,0.001003754939285467
light,0.003409066827034293,0.0024109951352708956,0.0009980716917633975
pleasure,0.0018722864997109232,0.000879620411105231,0.0009926660886056921
impressive,0.00228225831892733,0.00128977884405684,0.00099247947487049
magic,0.002176303355021472,0.0011859572083184338,0.0009903461467030382
social,0.0023773994237981494,0.001387229311035036,0.0009901701127631134
frank,0.0020767933179761592,0.001087496092487242,0.0009892972254889173
dancing,0.002612679694171536,0.0016246947524322548,0.000987984941739281
warm,0.0014259872133026979,0.00044223235069777304,0.0009837548626049249
western,0.002902482846665669,0.001919458939095516,0.0009830239075701531
marvelous,0.0012244406274053465,0.00024168405481165832,0.0009827565725936882
loving,0.0016463430057828106,0.0006642025617186924,0.0009821404440641182
thoroughly,0.002001099695780202,0.0010204843171387583,0.0009806153786414435
paris,0.0020339533001451225,0.0010553858465049914,0.0009785674536401312
men,0.0055305089156909605,0.004560407625987169,0.0009701012897037915
including,0.0036894792190157832,0.0027210113631448082,0.000968467855870975
truth,0.0028719012620202536,0.001903715493462605,0.0009681857685576486
witty,0.001760792571994527,0.0007939395766311094,0.0009668529953634176
moved,0.0019279027343660745,0.0009633022415604174,0.0009646004928056571
comic,0.0032836765404175828,0.0023214683364468705,0.0009622082039707123
deeply,0.0017143859291480113,0.0007541357629076541,0.0009602501662403571
brothers,0.0025570289135420396,0.0015997614216509905,0.0009572674918910491
cinematography,0.003876593739031247,0.002921413155581889,0.0009551805834493582
soon,0.003937470511801182,0.002982505085304756,0.0009549654264964262
davis,0.0016102144881602256,0.0006570401172040504,0.0009531743709561752
heartwarming,0.0011014498376649621,0.0001485906676482651,0.000952859170016697
fans,0.004790670061251952,0.0038385077068248076,0.0009521623544271442
superbly,0.0010875649119820097,0.00013629875323220743,0.0009512661587498022
hooked,0.0012362571440914473,0.0002859675248806619,0.0009502896192107853
pleasantly,0.0011820693856305318,0.00023181913404747407,0.0009502502515830578
attention,0.003633796970777071,0.0026846963545294625,0.0009491006162476085
spectacular,0.001579532566208752,0.0006315730088299542,0.0009479595573787978
crime,0.0029295763705915997,0.0019836234245543187,0.000945952946037281
master,0.002229762243223871,0.0012839616156154175,0.0009458006276084534
situation,0.002777050933942015,0.0018326781623676496,0.0009443727715743653
television,0.003668627761951461,0.002725300714994997,0.0009433270469564638
events,0.0032736918605149414,0.0023305723907799036,0.0009431194697350378
flawless,0.0010656619660773165,0.0001225896073045649,0.0009430723587727516
gritty,0.0013241345402621204,0.00038226004570572294,0.0009418744945563975
timeless,0.00108374204933212,0.0001433757973795783,0.0009403662519525416
tragedy,0.0017919796178188531,0.0008555189356294403,0.0009364606821894128
william,0.002537315121311298,0.0016074854031242676,0.0009298297181870303
game,0.00477355885335912,0.0038439896816795864,0.0009295691716795338
humour,0.0025781627658372375,0.0016489238291415567,0.0009292389366956809
visual,0.002485352306306358,0.0015569650839916268,0.0009283872223147312
married,0.0024068270438302782,0.0014796437235150798,0.0009271833203151985
glad,0.0026048698439296,0.001681123261001714,0.0009237465829278859
gripping,0.0012517085608830106,0.0003284671602168817,0.000923241400666129
poignant,0.001172380577321721,0.00025183597425023057,0.0009205446030714905
caught,0.0026739937199946424,0.0017586453583023694,0.000915348361692273
cried,0.0012364209689491612,0.0003211966809378944,0.0009152242880112668
deals,0.0015996845127981504,0.0006870095985377633,0.000912674914260387
quiet,0.0015372229143368991,0.0006263196682625248,0.0009109032460743743
silent,0.0021410916753716214,0.001230704453908998,0.0009103872214626233
delight,0.0012291688221466117,0.00031893162475040115,0.0009102371973962106
subtitles,0.0015144056379351176,0.0006050396355168387,0.0009093660024182789
change,0.0035511664181336047,0.0026462730117872476,0.0009048934063463571
peter,0.003106279296959109,0.002202156148204137,0.000904123148754972
spirit,0.002250163748273181,0.0013463326135790047,0.0009038311346941765
jean,0.0017043426846878825,0.0008043564601733499,0.0008999862245145326
traditional,0.0013876477496110628,0.0004955241706372474,0.0008921235789738154
award,0.0020358772543096772,0.0011441761681089575,0.0008917010862007197
touches,0.0013565110089906382,0.00046528309594201603,0.0008912279130486222
kelly,0.001660170553245032,0.0007704887199797884,0.0008896818332652435
issues,0.0022198483808045476,0.0013305253900498255,0.0008893229907547221
richard,0.0030597748684616285,0.002171000850357469,0.0008887740181041594
appreciated,0.0012459609936179739,0.00035735962046310225,0.0008886013731548716
touched,0.001321726549026242,0.0004337157206432189,0.0008880108283830232
period,0.0029362750413657952,0.0020511632562612335,0.0008851117851045617
able,0.004565711416651756,0.003682836537949802,0.0008828748787019537
similar,0.0032238970008659283,0.002341594814330194,0.0008823021865357341
nominated,0.00136681310692263,0.0004857818115550639,0.0008810312953675661
innocent,0.0019648760479466865,0.0010872852921100698,0.0008775907558366167
sisters,0.001607228469645454,0.000734711264327351,0.0008725172053181031
familiar,0.0023881169017717155,0.0015198748507745617,0.0008682420509971537
known,0.003590957276926028,0.0027230567577423586,0.0008679005191836696
begins,0.002628081418406835,0.0017640045887628187,0.0008640768296440165
surprising,0.0017414947830939828,0.0008781391142906745,0.0008633556688033083
louis,0.0012862795644550118,0.0004256400363964666,0.0008606395280585452
follows,0.002227987568775444,0.0013694200099291709,0.0008585675588462733
michael,0.004339341336766854,0.0034856145436321334,0.0008537267931347206
captured,0.0016426217172965318,0.0007896787923929075,0.0008529429249036243
husband,0.003413093203291677,0.002563072656278535,0.0008500205470131422
seat,0.0015503450654888505,0.0007025380856008419,0.0008478069798880086
pleasant,0.0014237805057217257,0.0005806427476523218,0.0008431377580694039
debut,0.0014540731105167335,0.0006123439593296349,0.0008417291511870986
success,0.0024465862564866216,0.0016088991733500758,0.0008376870831365458
plenty,0.002718100388380352,0.0018804955952795004,0.0008376047931008515
loves,0.0021245400046173094,0.0012872484473272535,0.0008372915572900559
west,0.0021088681591812297,0.0012718191663666013,0.0008370489928146284
jimmy,0.0013940369596031324,0.0005576911938757495,0.0008363457657273829
parents,0.003231309144511287,0.0023987991278501806,0.0008325100166611064
holds,0.0016759770820643349,0.0008478384891521539,0.000828138592912181
impact,0.00175537244132772,0.0009288181225217734,0.0008265543188059467
notch,0.0011201360926486807,0.0002966890751955808,0.0008234470174530999
marriage,0.001728019877394008,0.0009059298480617078,0.0008220900293323003
passion,0.0017358207996115427,0.0009157043571832492,0.0008201164424282935
sensitive,0.0012296986869265749,0.00040972996760186306,0.0008199687193247118
growing,0.001593404173132317,0.0007746704824210766,0.0008187336907112404
havent,0.0036308562402718797,0.0028125182483780833,0.0008183379918937964
mr,0.004705713686142722,0.003887380438913466,0.0008183332472292558
stands,0.001998107660865661,0.0011842758600645183,0.0008138318008011427
ensemble,0.001081549926201163,0.00027143915151768084,0.0008101107746834822
seasons,0.0013082366037011196,0.0005003397530820502,0.0008078968506190694
inspired,0.0017412108925252319,0.0009334464662731612,0.0008077644262520706
steals,0.0013615543914372774,0.0005555857231463206,0.0008059686682909568
arthur,0.0015533099212482245,0.0007496002619007832,0.0008037096593474413
crafted,0.0010819781631746064,0.0002792862210808061,0.0008026919420938002
barbara,0.0013679385157745502,0.000566688554246426,0.0008012499615281242
collection,0.0019973409840260336,0.001196655921809633,0.0008006850622164006
south,0.002159990890553938,0.0013597254681753119,0.0008002654223786261
picture,0.004865765209557766,0.0040659354397026,0.0007998297698551659
happiness,0.001105083632113255,0.000306601470884264,0.000798482161228991
rock,0.003055002717198041,0.0022581243479401357,0.0007968783692579055
century,0.002253714874845226,0.0014574415101823346,0.0007962733646628916
reminds,0.0017746757488480882,0.0009791094221123502,0.000795566326735738
families,0.0014190851101053938,0.0006250206544910282,0.0007940644556143656
sister,0.0029725418469216842,0.002180114057683688,0.0007924277892379962
holly,0.0010133540811153858,0.00022109781775449936,0.0007922562633608865
creates,0.0013674482655941264,0.0005801452787243435,0.0007873029868697829
brother,0.0034808076735171776,0.0026962018367817447,0.000784605836735433
surreal,0.0013519902407920785,0.0005679860994501952,0.0007840041413418833
stanwyck,0.0010519295576592726,0.0002685050084401146,0.000783424549219158
strength,0.0013620530597717037,0.0005799744552293524,0.0007820786045423513
everyday,0.001218664293894546,0.000438460768691228,0.000780203525203318
sharp,0.0012861071809146718,0.0005069513807874112,0.0007791558001272606
german,0.002465133847060252,0.0016861421515566317,0.0007789916955036201
english,0.003693845935916882,0.0029190071232837525,0.0007748388126331295
engaging,0.0016588528398997614,0.0008844265678425853,0.0007744262720571761
ride,0.001976963110878447,0.0012030310124410539,0.0007739320984373932
work,0.010082734700978362,0.009308931467053923,0.0007738032339244388
lovers,0.0015840488410070758,0.0008153147211243947,0.0007687341198826811
worth,0.007904428832496112,0.007136608326032517,0.0007678205064635948
pace,0.002484122907700499,0.001717994408788003,0.000766128498912496
shines,0.0011309828284870795,0.000365787021684298,0.0007651958068027815
clever,0.002612391463117115,0.0018475601913114684,0.0007648312718056465
remembered,0.0015107191938795686,0.0007462623678960612,0.0007644568259835074
summer,0.0019217139127973332,0.001157405290569974,0.0007643086222273593
understated,0.0008753603388856322,0.00011144771573875307,0.0007639126231468791
adult,0.0022498513123453724,0.0014870701575705344,0.000762781154774838
particular,0.002800226740499163,0.0020421062324759973,0.0007581205080231658
political,0.0025057060789857523,0.0017504648445395745,0.0007552412344461778
japanese,0.002745316213316681,0.001990661151963896,0.0007546550613527852
eastwood,0.0010789253803532067,0.00032428082902610653,0.0007546445513271001
short,0.006068124863425573,0.005315587948785134,0.0007525369146404387
prince,0.0012834593774631589,0.0005312897545804947,0.0007521696228826642
younger,0.0023342979659993195,0.0015821897391081509,0.0007521082268911686
sadness,0.0009414369869826252,0.00018941744234906866,0.0007520195446335566
popular,0.002252923567493387,0.0015017657884232997,0.0007511577790700872
academy,0.0016219191558763558,0.0008727962960231895,0.0007491228598531663
chilling,0.0010679494097365807,0.00031978880222835774,0.000748160607508223
message,0.0033033348624000127,0.0025577977923474104,0.0007455370700526023
showed,0.0023670385652441164,0.0016234664350495407,0.0007435721301945757
radio,0.001700058227274457,0.0009567248808045688,0.0007433333464698883
columbo,0.0011455914014337227,0.000402746639835108,0.0007428447615986147
innocence,0.0010785565584702373,0.00033741648230698466,0.0007411400761632527
knowing,0.0019738787814951282,0.0012342225215612986,0.0007396562599338297
bugs,0.0011954251594958785,0.00045796850570272845,0.0007374566537931501
opinion,0.0037825031892628615,0.003045928654240341,0.0007365745350225205
powell,0.0009458390598133195,0.0002136385248809098,0.0007322005349324097
satisfying,0.0012768912119970983,0.0005449517947017744,0.0007319394172953239
deeper,0.0011679697348371532,0.00043603975916436575,0.0007319299756727874
son,0.004170221839255473,0.0034387990442729154,0.0007314227949825579
